,age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,predicted
3565,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
3566,> 44,Private,High School grad,Married,Professional,Own-child,White,Female,0,0,<= 40,0,0
3567,> 44,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3568,<= 31,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
3569,<= 31,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,Low,<= 40,1,1
3570,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3571,(31 - 44],Private,Dropout,Separated,Blue-Collar,Own-child,White,Female,0,0,<= 40,0,0
3572,> 44,Federal-gov,High School grad,Married,Admin,Husband,White,Male,0,0,> 40,1,0
3573,> 44,Private,High School grad,Widowed,Admin,Unmarried,White,Female,0,0,<= 40,0,1
3574,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,1,0
3575,<= 31,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3576,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3577,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
3578,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,<= 40,0,1
3579,(31 - 44],Local-gov,High School grad,Married,Professional,Husband,Black,Male,0,0,<= 40,1,0
3580,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,Low,> 40,0,0
3581,(31 - 44],Private,High School grad,Separated,Other,Unmarried,Black,Female,0,0,<= 40,0,0
3582,> 44,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3583,<= 31,Private,Associates,Never-Married,White-Collar,Other-relative,White,Female,0,0,<= 40,0,0
3584,> 44,State-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
3585,(31 - 44],Private,High School grad,Married,Service,Wife,White,Female,0,0,> 40,0,0
3586,> 44,Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,<= 40,1,0
3587,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
3588,> 44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,0
3589,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3590,> 44,Private,High School grad,Married,Blue-Collar,Husband,Amer-Indian-Eskimo,Male,0,0,<= 40,1,0
3591,<= 31,Private,Associates,Married,Professional,Husband,White,Male,0,0,<= 40,1,0
3592,(31 - 44],Private,High School grad,Separated,Service,Unmarried,White,Male,0,0,> 40,0,0
3593,(31 - 44],Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,<= 40,0,0
3594,(31 - 44],Private,Bachelors,Married,White-Collar,Wife,White,Female,0,0,<= 40,0,1
3595,> 44,Self-emp-inc,Masters,Married,White-Collar,Husband,White,Male,0,High,> 40,1,1
3596,<= 31,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Male,0,0,<= 40,0,0
3597,(31 - 44],Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,<= 40,0,0
3598,<= 31,Local-gov,High School grad,Never-Married,Professional,Own-child,White,Female,0,0,<= 40,0,0
3599,<= 31,Local-gov,High School grad,Married,Other,Husband,Black,Male,0,0,<= 40,1,0
3600,(31 - 44],Private,High School grad,Separated,White-Collar,Unmarried,White,Female,0,0,> 40,0,0
3601,<= 31,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
3602,> 44,Private,Prof-School,Married,Professional,Husband,White,Male,High,0,> 40,1,1
3603,(31 - 44],Local-gov,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
3604,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
3605,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
3606,(31 - 44],Private,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3607,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,Black,Male,0,0,<= 40,0,0
3608,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,<= 40,0,0
3609,> 44,Self-emp-not-inc,High School grad,Widowed,Blue-Collar,Unmarried,White,Male,0,0,> 40,0,0
3610,<= 31,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,0,0,<= 40,0,0
3611,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3612,> 44,Private,Masters,Married,Sales,Husband,White,Male,0,0,<= 40,0,1
3613,> 44,Private,High School grad,Separated,Admin,Other-relative,White,Female,0,0,<= 40,0,0
3614,> 44,Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
3615,<= 31,Self-emp-inc,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3616,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<= 40,1,1
3617,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3618,<= 31,Private,Dropout,Never-Married,Service,Unmarried,Black,Female,0,0,<= 40,0,0
3619,(31 - 44],Self-emp-not-inc,Bachelors,Separated,Sales,Not-in-family,White,Male,0,0,> 40,0,0
3620,<= 31,Private,High School grad,Never-Married,Admin,Not-in-family,Black,Male,0,0,<= 40,0,0
3621,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,Low,0,<= 40,0,0
3622,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,> 40,1,1
3623,> 44,Self-emp-not-inc,Dropout,Married,Service,Husband,White,Male,0,0,<= 40,1,0
3624,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3625,(31 - 44],Private,Associates,Never-Married,Service,Unmarried,White,Female,0,0,<= 40,0,0
3626,> 44,Federal-gov,Dropout,Never-Married,Service,Other-relative,Black,Male,0,0,<= 40,0,0
3627,<= 31,Private,Bachelors,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
3628,<= 31,Private,High School grad,Never-Married,Admin,Own-child,Asian-Pac-Islander,Male,0,High,<= 40,0,0
3629,<= 31,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
3630,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3631,(31 - 44],Self-emp-inc,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,> 40,0,0
3632,(31 - 44],Local-gov,Bachelors,Separated,Professional,Not-in-family,White,Male,0,0,> 40,0,1
3633,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
3634,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Unmarried,Black,Female,0,0,<= 40,0,0
3635,<= 31,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
3636,> 44,Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,0
3637,> 44,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,1,1
3638,> 44,State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3639,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3640,> 44,Local-gov,Masters,Married,Professional,Husband,White,Male,0,0,<= 40,1,0
3641,(31 - 44],Self-emp-not-inc,High School grad,Separated,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3642,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
3643,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,> 40,0,0
3644,<= 31,Private,High School grad,Never-Married,Admin,Own-child,Black,Male,0,0,<= 40,0,0
3645,(31 - 44],Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,1,1
3646,> 44,State-gov,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,1,1
3647,> 44,Private,High School grad,Married,Sales,Husband,White,Male,High,0,> 40,1,1
3648,> 44,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,0,0
3649,> 44,State-gov,Masters,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3650,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
3651,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3652,(31 - 44],Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
3653,> 44,Self-emp-inc,Masters,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,1
3654,(31 - 44],Private,High School grad,Separated,White-Collar,Not-in-family,White,Male,0,0,> 40,0,0
3655,> 44,Private,Masters,Separated,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
3656,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
3657,(31 - 44],Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3658,<= 31,Private,Bachelors,Never-Married,Professional,Own-child,White,Female,0,0,<= 40,0,0
3659,(31 - 44],Self-emp-inc,Doctorate,Never-Married,Professional,Not-in-family,White,Male,High,0,> 40,1,1
3660,(31 - 44],Private,Associates,Separated,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
3661,> 44,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,Black,Female,0,0,<= 40,0,0
3662,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,Other,Male,0,0,<= 40,0,0
3663,> 44,Private,High School grad,Widowed,Other,Not-in-family,White,Male,0,0,<= 40,0,0
3664,(31 - 44],Self-emp-inc,Associates,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3665,(31 - 44],Private,High School grad,Married,Admin,Wife,White,Female,High,0,<= 40,1,1
3666,<= 31,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3667,> 44,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3668,<= 31,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3669,(31 - 44],Private,High School grad,Never-Married,Service,Own-child,White,Male,Low,0,<= 40,0,0
3670,<= 31,Private,Dropout,Separated,Service,Other-relative,White,Female,0,0,<= 40,0,0
3671,> 44,Federal-gov,High School grad,Never-Married,Admin,Own-child,White,Male,0,0,<= 40,0,0
3672,<= 31,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
3673,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3674,> 44,Private,High School grad,Separated,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
3675,> 44,Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,1,0
3676,<= 31,Federal-gov,High School grad,Married,Other,Husband,White,Male,0,0,> 40,1,1
3677,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,<= 40,1,0
3678,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
3679,(31 - 44],Local-gov,Masters,Married,Professional,Husband,White,Male,0,0,> 40,1,1
3680,<= 31,Private,Bachelors,Never-Married,Other,Not-in-family,White,Male,0,0,> 40,0,0
3681,(31 - 44],Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
3682,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,Low,0,<= 40,0,0
3683,<= 31,Private,Bachelors,Never-Married,Admin,Own-child,Black,Male,0,0,<= 40,0,0
3684,> 44,Private,Masters,Married,White-Collar,Husband,Black,Male,0,0,<= 40,0,1
3685,<= 31,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3686,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3687,> 44,Self-emp-not-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,0
3688,<= 31,Private,High School grad,Married,Professional,Husband,White,Male,0,High,> 40,0,0
3689,> 44,Federal-gov,High School grad,Separated,White-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3690,(31 - 44],Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,1
3691,> 44,State-gov,Doctorate,Separated,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
3692,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3693,(31 - 44],Federal-gov,High School grad,Married,Admin,Husband,Asian-Pac-Islander,Male,0,0,<= 40,1,1
3694,<= 31,Private,Bachelors,Never-Married,Service,Not-in-family,White,Male,0,0,> 40,0,0
3695,(31 - 44],Private,Prof-School,Separated,Professional,Unmarried,White,Female,High,0,<= 40,1,1
3696,> 44,Private,Bachelors,Married,Professional,Husband,White,Male,Low,0,> 40,1,0
3697,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
3698,> 44,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
3699,(31 - 44],Private,Bachelors,Separated,Professional,Unmarried,Asian-Pac-Islander,Female,0,0,<= 40,0,0
3700,(31 - 44],Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
3701,<= 31,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
3702,> 44,Private,Associates,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,1
3703,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,> 40,0,0
3704,(31 - 44],Self-emp-not-inc,Prof-School,Married,Professional,Wife,White,Female,0,0,<= 40,1,1
3705,<= 31,Private,Bachelors,Never-Married,White-Collar,Own-child,White,Male,Low,0,> 40,0,0
3706,(31 - 44],Private,Masters,Never-Married,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
3707,(31 - 44],Private,Masters,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3708,<= 31,State-gov,Associates,Married,Sales,Husband,White,Male,0,0,<= 40,1,0
3709,<= 31,State-gov,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,0,0
3710,<= 31,Private,High School grad,Married,Blue-Collar,Other-relative,Asian-Pac-Islander,Male,0,High,<= 40,0,1
3711,> 44,Private,High School grad,Separated,Service,Not-in-family,White,Male,0,0,> 40,0,0
3712,> 44,State-gov,Doctorate,Married,Professional,Husband,White,Male,High,0,<= 40,1,1
3713,<= 31,Private,Associates,Separated,Admin,Unmarried,White,Female,0,0,<= 40,0,0
3714,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3715,> 44,Private,Masters,Married,Professional,Husband,White,Male,0,0,<= 40,0,0
3716,(31 - 44],Private,Bachelors,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
3717,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,High,<= 40,0,0
3718,(31 - 44],Private,Associates,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3719,(31 - 44],Private,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,> 40,0,0
3720,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
3721,<= 31,Private,Bachelors,Never-Married,Professional,Own-child,White,Female,0,0,<= 40,0,0
3722,> 44,Self-emp-not-inc,Associates,Married,Blue-Collar,Husband,White,Male,0,0,> 40,1,1
3723,(31 - 44],Private,Bachelors,Married,White-Collar,Husband,Asian-Pac-Islander,Male,0,0,> 40,1,1
3724,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,0,0,<= 40,0,0
3725,(31 - 44],Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
3726,(31 - 44],Private,Associates,Married,Admin,Husband,White,Male,0,0,<= 40,0,0
3727,> 44,Self-emp-inc,High School grad,Widowed,White-Collar,Unmarried,White,Female,0,0,> 40,0,0
3728,<= 31,Self-emp-inc,Prof-School,Married,Professional,Wife,White,Female,0,0,> 40,1,1
3729,> 44,Private,High School grad,Married,Admin,Husband,White,Male,Low,0,> 40,1,1
3730,(31 - 44],Private,High School grad,Married,Professional,Husband,White,Male,0,0,<= 40,0,1
3731,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3732,> 44,Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,<= 40,0,0
3733,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3734,(31 - 44],Self-emp-inc,Masters,Married,Professional,Husband,White,Male,0,0,> 40,1,1
3735,(31 - 44],Private,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
3736,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,High,0,<= 40,1,1
3737,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3738,> 44,Private,Dropout,Married,Service,Husband,Asian-Pac-Islander,Male,0,0,<= 40,0,0
3739,(31 - 44],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3740,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,1,0
3741,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3742,<= 31,Private,High School grad,Married,Sales,Husband,Black,Male,0,0,<= 40,0,0
3743,(31 - 44],Private,High School grad,Separated,Other,Unmarried,White,Female,0,0,<= 40,0,0
3744,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,> 40,0,0
3745,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3746,(31 - 44],Private,Masters,Married,Sales,Husband,White,Male,0,0,> 40,1,1
3747,<= 31,Self-emp-not-inc,Dropout,Widowed,Service,Unmarried,White,Female,0,0,<= 40,0,0
3748,> 44,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,1
3749,(31 - 44],Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,0,1
3750,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,0
3751,> 44,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
3752,(31 - 44],State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<= 40,0,0
3753,(31 - 44],Private,High School grad,Married,Sales,Wife,White,Female,High,0,> 40,1,1
3754,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
3755,<= 31,Private,High School grad,Never-Married,Service,Not-in-family,Black,Male,0,0,> 40,0,0
3756,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,0,<= 40,1,0
3757,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
3758,> 44,Local-gov,Dropout,Married,Other,Husband,Black,Male,0,0,<= 40,0,0
3759,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<= 40,0,0
3760,> 44,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,1,1
3761,> 44,Private,High School grad,Widowed,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3762,> 44,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3763,(31 - 44],Private,Masters,Never-Married,Sales,Not-in-family,White,Male,0,0,> 40,0,0
3764,> 44,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,<= 40,1,0
3765,> 44,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3766,<= 31,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
3767,> 44,State-gov,Doctorate,Married,Professional,Husband,White,Male,High,0,> 40,1,1
3768,> 44,Self-emp-inc,Doctorate,Married,White-Collar,Husband,White,Male,High,0,> 40,1,1
3769,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3770,(31 - 44],Self-emp-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,0,1
3771,<= 31,Private,Dropout,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<= 40,0,0
3772,<= 31,Self-emp-not-inc,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,<= 40,0,0
3773,> 44,Private,High School grad,Married,Sales,Husband,White,Male,0,0,> 40,1,0
3774,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,High,0,<= 40,1,1
3775,(31 - 44],Private,High School grad,Never-Married,Other,Not-in-family,White,Female,0,0,<= 40,0,0
3776,(31 - 44],State-gov,Associates,Separated,Other,Unmarried,Black,Male,0,0,<= 40,0,0
3777,> 44,Self-emp-not-inc,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3778,<= 31,Private,High School grad,Never-Married,Admin,Own-child,Black,Female,0,0,<= 40,0,0
3779,<= 31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,<= 40,0,0
3780,(31 - 44],Private,High School grad,Married,Professional,Husband,White,Male,0,0,<= 40,0,1
3781,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,Amer-Indian-Eskimo,Male,0,0,<= 40,0,0
3782,<= 31,Self-emp-not-inc,High School grad,Separated,Professional,Unmarried,White,Male,0,0,> 40,0,0
3783,(31 - 44],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3784,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
3785,> 44,Private,High School grad,Never-Married,Admin,Unmarried,White,Male,0,0,> 40,0,0
3786,(31 - 44],Private,Associates,Married,Professional,Husband,White,Male,0,0,<= 40,1,1
3787,(31 - 44],Private,Associates,Never-Married,Admin,Not-in-family,White,Male,Low,0,<= 40,0,0
3788,> 44,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,<= 40,0,0
3789,> 44,Local-gov,High School grad,Married,Admin,Husband,White,Male,0,0,<= 40,0,0
3790,<= 31,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3791,(31 - 44],Self-emp-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,> 40,1,0
3792,<= 31,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Male,0,0,<= 40,0,0
3793,> 44,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,<= 40,1,0
3794,> 44,Federal-gov,Dropout,Married,Admin,Husband,White,Male,0,0,> 40,0,0
3795,> 44,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,1,1
3796,> 44,Local-gov,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3797,(31 - 44],Local-gov,Bachelors,Married,Professional,Wife,White,Female,0,0,<= 40,1,1
3798,> 44,Local-gov,High School grad,Separated,White-Collar,Other-relative,Black,Female,0,0,<= 40,0,0
3799,(31 - 44],Self-emp-not-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,<= 40,0,0
3800,<= 31,Private,Bachelors,Never-Married,White-Collar,Not-in-family,Black,Male,0,0,> 40,0,0
3801,<= 31,Private,Dropout,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
3802,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,<= 40,0,0
3803,> 44,Self-emp-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,> 40,0,0
3804,(31 - 44],Self-emp-not-inc,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,> 40,0,0
3805,> 44,Local-gov,Associates,Married,Other,Husband,White,Male,0,0,<= 40,1,1
3806,(31 - 44],Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,<= 40,0,0
3807,<= 31,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<= 40,0,0
3808,(31 - 44],Private,High School grad,Never-Married,Other,Other-relative,White,Female,0,0,<= 40,0,0
3809,(31 - 44],Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,<= 40,0,0
3810,<= 31,Private,High School grad,Never-Married,Service,Own-child,White,Male,0,0,<= 40,0,0
3811,(31 - 44],Private,Bachelors,Married,Professional,Wife,White,Female,0,0,<= 40,0,1
3812,(31 - 44],Private,High School grad,Never-Married,Other,Not-in-family,White,Male,0,0,> 40,0,0
3813,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
3814,<= 31,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,0,0,<= 40,0,0
3815,(31 - 44],Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,1,0
3816,(31 - 44],Private,High School grad,Never-Married,Other,Own-child,Black,Male,0,0,<= 40,0,0
3817,<= 31,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<= 40,0,0
3818,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3819,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3820,(31 - 44],Private,High School grad,Married,Other,Husband,White,Male,0,0,<= 40,0,1
3821,<= 31,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<= 40,0,0
3822,> 44,Private,High School grad,Never-Married,Service,Not-in-family,Black,Female,0,0,> 40,0,0
3823,(31 - 44],Private,Masters,Married,Professional,Husband,White,Male,0,0,> 40,1,1
3824,(31 - 44],Private,High School grad,Never-Married,Service,Not-in-family,Black,Male,0,0,<= 40,0,0
3825,> 44,Federal-gov,Dropout,Separated,Service,Not-in-family,Black,Female,0,0,<= 40,0,0
3826,<= 31,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<= 40,0,0
3827,> 44,Self-emp-inc,High School grad,Married,White-Collar,Husband,White,Male,Low,0,<= 40,1,1
3828,<= 31,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,<= 40,0,0
3829,> 44,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3830,<= 31,Private,Dropout,Married,Sales,Own-child,Other,Male,0,0,<= 40,0,0
3831,(31 - 44],Private,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,<= 40,0,0
3832,<= 31,Private,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,<= 40,0,0
3833,> 44,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,> 40,1,1
3834,<= 31,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Own-child,Black,Male,0,0,> 40,0,0
3835,(31 - 44],Private,Associates,Married,Sales,Husband,White,Male,0,0,<= 40,1,0
3836,(31 - 44],Private,Bachelors,Separated,Sales,Not-in-family,White,Female,0,0,> 40,1,0
3837,<= 31,Local-gov,High School grad,Married,Admin,Wife,White,Female,0,0,<= 40,0,0
3838,<= 31,Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,<= 40,0,0
